baseline_accession,baseline_gene_id,baseline_gene_name,alternative_accession,alternative_gene_id,alternative_gene_name,comparison_status,baseline_variant_count,alternative_variant_count,exact_shared_variant_count,target_only_variant_count,accepted_match_count,rejected_match_count,target_reference_match_count,callable_no_candidate_count,target_not_callable_count,unresolved_projection_count,burden_explanation
GCF_000005845.2,b3649,rpoZ,GCF_036503815.1,AABJ99_RS00385,rpoZ,comparable,0,1,0,1,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3650,spoT,GCF_036503815.1,AABJ99_RS00380,spoT,comparable,15,63,0,63,0,0,0,0,0,15,unresolved_liftover
GCF_000005845.2,b3651,trmH,GCF_036503815.1,AABJ99_RS00375,trmH,comparable,0,36,0,36,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3652,recG,GCF_036503815.1,AABJ99_RS00370,recG,comparable,22,87,0,87,0,0,0,0,0,22,unresolved_liftover
GCF_000005845.2,b3653,gltS,GCF_036503815.1,AABJ99_RS00360,gltS,comparable,2,37,0,37,0,0,0,0,0,2,unresolved_liftover
GCF_000005845.2,b3655,yicH,GCF_036503815.1,AABJ99_RS00350,yicH,comparable,0,48,0,48,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3656,yicI,GCF_036503815.1,AABJ99_RS00305,yicI,comparable,2,59,0,59,0,0,0,0,0,2,unresolved_liftover
GCF_000005845.2,b3663,yicN,GCF_036503815.1,AABJ99_RS00215,yicN,comparable,13,10,0,10,0,0,0,0,0,13,unresolved_liftover
GCF_000005845.2,b3665,adeD,GCF_036503815.1,AABJ99_RS00205,adeD,comparable,0,74,0,74,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3666,uhpT,GCF_036503815.1,AABJ99_RS00200,uhpT,comparable,0,43,0,43,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3670,ilvN,GCF_036503815.1,AABJ99_RS00170,ilvN,comparable,0,9,0,9,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3671,ilvB,GCF_036503815.1,AABJ99_RS00165,ilvB,comparable,1,85,0,85,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b3672,ivbL,GCF_036503815.1,AABJ99_RS00160,ivbL,comparable,0,0,0,0,0,0,0,0,0,0,same_exact_variants
GCF_000005845.2,b4618,tisB,GCF_036503815.1,AABJ99_RS00155,tisB,comparable,1,0,0,0,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b4798,ysdE,GCF_036503815.1,AABJ99_RS00150,ysdE,comparable,0,0,0,0,0,0,0,0,0,0,same_exact_variants
GCF_000005845.2,b3673,emrD,GCF_036503815.1,AABJ99_RS00145,emrD,comparable,2,39,0,39,0,0,0,0,0,2,unresolved_liftover
GCF_000005845.2,b3674,yidF,GCF_036503815.1,AABJ99_RS00140,yidF,comparable,1,12,0,12,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b3675,yidG,GCF_036503815.1,AABJ99_RS00135,yidG,comparable,0,5,0,5,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3676,yidH,GCF_036503815.1,AABJ99_RS00130,yidH,comparable,7,10,0,10,0,0,0,0,0,7,unresolved_liftover
GCF_000005845.2,b3677,yidI,GCF_036503815.1,AABJ99_RS00125,yidI,comparable,0,18,0,18,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3679,yidK,GCF_036503815.1,AABJ99_RS00115,yidK,comparable,1,38,0,38,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b3680,yidL,GCF_036503815.1,AABJ99_RS00110,yidL,comparable,6,16,0,16,0,0,0,0,0,6,unresolved_liftover
GCF_000005845.2,b3683,glvC,GCF_036503815.1,AABJ99_RS00100,AABJ99_RS00100,comparable,17,59,0,59,0,0,0,0,0,17,unresolved_liftover
GCF_000005845.2,b3684,yidP,GCF_036503815.1,AABJ99_RS00095,yidP,comparable,6,27,0,27,0,0,0,0,0,6,unresolved_liftover
GCF_000005845.2,b3685,yidE,GCF_036503815.1,AABJ99_RS00090,yidE,comparable,17,45,0,45,0,0,0,0,0,17,unresolved_liftover
GCF_000005845.2,b3686,ibpB,GCF_036503815.1,AABJ99_RS00085,ibpB,comparable,1,6,0,6,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b3687,ibpA,GCF_036503815.1,AABJ99_RS00080,ibpA,comparable,1,6,0,6,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b3688,yidQ,GCF_036503815.1,AABJ99_RS00075,yidQ,comparable,2,4,0,4,0,0,0,0,0,2,unresolved_liftover
GCF_000005845.2,b3689,yidR,GCF_036503815.1,AABJ99_RS00070,yidR,comparable,25,29,0,29,0,0,0,0,0,25,unresolved_liftover
GCF_000005845.2,b3690,cbrA,GCF_036503815.1,AABJ99_RS00065,cbrA,comparable,20,58,0,58,0,0,0,0,0,20,unresolved_liftover
GCF_000005845.2,b3691,dgoT,GCF_036503815.1,AABJ99_RS00060,dgoT,comparable,18,40,0,40,0,0,0,0,0,18,unresolved_liftover
GCF_000005845.2,b4478,dgoD,GCF_036503815.1,AABJ99_RS00055,dgoD,comparable,2,35,0,35,0,0,0,0,0,2,unresolved_liftover
GCF_000005845.2,b4477,dgoA,GCF_036503815.1,AABJ99_RS00050,dgoA,comparable,0,24,0,24,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b4479,dgoR,GCF_036503815.1,AABJ99_RS00040,dgoR,comparable,11,27,0,27,0,0,0,0,0,11,unresolved_liftover
GCF_000005845.2,b3697,yidA,GCF_036503815.1,AABJ99_RS00030,yidA,comparable,0,30,0,30,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3698,yidB,GCF_036503815.1,AABJ99_RS00025,yidB,comparable,0,22,0,22,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3699,gyrB,GCF_036503815.1,AABJ99_RS00020,gyrB,comparable,0,68,0,68,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3700,recF,GCF_036503815.1,AABJ99_RS00015,recF,comparable,0,40,0,40,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3701,dnaN,GCF_036503815.1,AABJ99_RS00010,dnaN,comparable,0,59,0,59,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3702,dnaA,GCF_036503815.1,AABJ99_RS00005,dnaA,comparable,0,39,0,39,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b4757,ysdD,GCF_036503815.1,AABJ99_RS23805,AABJ99_RS23805,comparable,0,1,0,1,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3703,rpmH,GCF_036503815.1,AABJ99_RS23800,rpmH,comparable,0,0,0,0,0,0,0,0,0,0,same_exact_variants
GCF_000005845.2,b3704,rnpA,GCF_036503815.1,AABJ99_RS23795,rnpA,comparable,0,0,0,0,0,0,0,0,0,0,same_exact_variants
GCF_000005845.2,b4557,yidD,GCF_036503815.1,AABJ99_RS23790,yidD,comparable,0,0,0,0,0,0,0,0,0,0,same_exact_variants
GCF_000005845.2,b3705,yidC,GCF_036503815.1,AABJ99_RS23785,yidC,comparable,8,20,0,20,0,0,0,0,0,8,unresolved_liftover
GCF_000005845.2,b3706,mnmE,GCF_036503815.1,AABJ99_RS23780,mnmE,comparable,31,54,0,54,0,0,0,0,0,31,unresolved_liftover
GCF_000005845.2,b3707,tnaC,GCF_036503815.1,AABJ99_RS23770,tnaC,comparable,4,3,0,3,0,0,0,0,0,4,unresolved_liftover
GCF_000005845.2,b3708,tnaA,GCF_036503815.1,AABJ99_RS23765,tnaA,comparable,26,53,0,53,0,0,0,0,0,26,unresolved_liftover
GCF_000005845.2,b3709,tnaB,GCF_036503815.1,AABJ99_RS23760,tnaB,comparable,11,38,0,38,0,0,0,0,0,11,unresolved_liftover
GCF_000005845.2,b3710,mdtL,GCF_036503815.1,AABJ99_RS23755,mdtL,comparable,20,44,0,44,0,0,0,0,0,20,unresolved_liftover
GCF_000005845.2,b3711,yidZ,GCF_036503815.1,AABJ99_RS23750,yidZ,comparable,20,50,0,50,0,0,0,0,0,20,unresolved_liftover
GCF_000005845.2,b3712,yieE,GCF_036503815.1,AABJ99_RS23745,yieE,comparable,8,26,0,26,0,0,0,0,0,8,unresolved_liftover
GCF_000005845.2,b3713,yieF,GCF_036503815.1,AABJ99_RS23740,yieF,comparable,2,26,0,26,0,0,0,0,0,2,unresolved_liftover
GCF_000005845.2,b3724,phoU,GCF_036503815.1,AABJ99_RS23700,phoU,comparable,13,30,0,30,0,0,0,0,0,13,unresolved_liftover
GCF_000005845.2,b3725,pstB,GCF_036503815.1,AABJ99_RS23695,pstB,comparable,3,17,0,17,0,0,0,0,0,3,unresolved_liftover
GCF_000005845.2,b3726,pstA,GCF_036503815.1,AABJ99_RS23690,pstA,comparable,22,30,0,30,0,0,0,0,0,22,unresolved_liftover
GCF_000005845.2,b3727,pstC,GCF_036503815.1,AABJ99_RS23685,pstC,comparable,9,26,0,26,0,0,0,0,0,9,unresolved_liftover
GCF_000005845.2,b3728,pstS,GCF_036503815.1,AABJ99_RS23680,pstS,comparable,14,41,0,41,0,0,0,0,0,14,unresolved_liftover
GCF_000005845.2,b3730,glmU,GCF_036503815.1,AABJ99_RS23650,glmU,comparable,9,48,3,45,3,0,6,0,0,0,partially_shared_variants
GCF_000005845.2,b3731,atpC,GCF_036503815.1,AABJ99_RS23640,atpC,comparable,0,5,0,5,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3732,atpD,GCF_036503815.1,AABJ99_RS23635,atpD,comparable,1,16,1,15,1,0,0,0,0,0,partially_shared_variants
GCF_000005845.2,b3733,atpG,GCF_036503815.1,AABJ99_RS23630,atpG,comparable,0,3,0,3,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3734,atpA,GCF_036503815.1,AABJ99_RS23625,atpA,comparable,1,17,1,16,1,0,0,0,0,0,partially_shared_variants
GCF_000005845.2,b3735,atpH,GCF_036503815.1,AABJ99_RS23620,atpH,comparable,0,4,0,4,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3736,atpF,GCF_036503815.1,AABJ99_RS23615,atpF,comparable,0,3,0,3,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3737,atpE,GCF_036503815.1,AABJ99_RS23610,atpE,comparable,0,0,0,0,0,0,0,0,0,0,same_exact_variants
GCF_000005845.2,b3738,atpB,GCF_036503815.1,AABJ99_RS23605,atpB,comparable,0,10,0,10,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3739,atpI,GCF_036503815.1,AABJ99_RS23600,atpI,comparable,0,0,0,0,0,0,0,0,0,0,same_exact_variants
GCF_000005845.2,b3740,rsmG,GCF_036503815.1,AABJ99_RS23595,rsmG,comparable,0,18,0,18,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3741,mnmG,GCF_036503815.1,AABJ99_RS23590,mnmG,comparable,17,41,9,32,9,0,8,0,0,0,partially_shared_variants
GCF_000005845.2,b3742,mioC,GCF_036503815.1,AABJ99_RS23585,mioC,comparable,8,7,2,5,2,0,6,0,0,0,partially_shared_variants
GCF_000005845.2,b3743,asnC,GCF_036503815.1,AABJ99_RS23580,asnC,comparable,2,10,1,9,1,0,1,0,0,0,partially_shared_variants
GCF_000005845.2,b3744,asnA,GCF_036503815.1,AABJ99_RS23575,asnA,comparable,14,28,7,21,7,0,7,0,0,0,partially_shared_variants
GCF_000005845.2,b3745,viaA,GCF_036503815.1,AABJ99_RS23570,viaA,comparable,13,37,5,32,5,0,8,0,0,0,partially_shared_variants
GCF_000005845.2,b3746,ravA,GCF_036503815.1,AABJ99_RS23565,ravA,comparable,14,29,10,19,10,0,4,0,0,0,partially_shared_variants
GCF_000005845.2,b3747,kup,GCF_036503815.1,AABJ99_RS23560,kup,comparable,12,50,7,43,7,0,5,0,0,0,partially_shared_variants
GCF_000005845.2,b3748,rbsD,GCF_036503815.1,AABJ99_RS23555,rbsD,comparable,1,5,0,5,0,0,1,0,0,0,reference_allele_difference
GCF_000005845.2,b3749,rbsA,GCF_036503815.1,AABJ99_RS23550,rbsA,comparable,4,33,2,31,2,0,2,0,0,0,partially_shared_variants
GCF_000005845.2,b3750,rbsC,GCF_036503815.1,AABJ99_RS23545,rbsC,comparable,0,23,0,23,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3751,rbsB,GCF_036503815.1,AABJ99_RS23540,rbsB,comparable,5,23,4,19,4,0,1,0,0,0,partially_shared_variants
GCF_000005845.2,b3753,rbsR,GCF_036503815.1,AABJ99_RS23530,rbsR,comparable,6,16,3,13,3,0,3,0,0,0,partially_shared_variants
GCF_000005845.2,b3754,hsrA,GCF_036503815.1,AABJ99_RS23525,mdtD,comparable,14,27,8,19,8,0,6,0,0,0,partially_shared_variants
GCF_000005845.2,b3755,yieP,GCF_036503815.1,AABJ99_RS23520,yieP,comparable,3,15,2,13,2,0,1,0,0,0,partially_shared_variants
GCF_000005845.2,b4480,hdfR,GCF_036503815.1,AABJ99_RS23485,hdfR,comparable,0,21,0,21,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3764,maoP,GCF_036503815.1,AABJ99_RS23480,maoP,comparable,0,3,0,3,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3765,yifB,GCF_036503815.1,AABJ99_RS23475,yifB,comparable,0,45,0,45,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3766,ilvL,GCF_036503815.1,AABJ99_RS23470,ilvL,comparable,0,0,0,0,0,0,0,0,0,0,same_exact_variants
GCF_000005845.2,b4669,ilvX,GCF_036503815.1,AABJ99_RS23465,ilvX,comparable,0,0,0,0,0,0,0,0,0,0,same_exact_variants
GCF_000005845.2,b3769,ilvM,GCF_036503815.1,AABJ99_RS23455,ilvM,comparable,2,1,1,0,1,0,1,0,0,0,partially_shared_variants
GCF_000005845.2,b3770,ilvE,GCF_036503815.1,AABJ99_RS23450,ilvE,comparable,16,40,9,31,9,0,7,0,0,0,partially_shared_variants
GCF_000005845.2,b3771,ilvD,GCF_036503815.1,AABJ99_RS23445,ilvD,comparable,73,101,45,56,45,2,26,0,0,0,partially_shared_variants
GCF_000005845.2,b3772,ilvA,GCF_036503815.1,AABJ99_RS23440,ilvA,comparable,22,88,10,78,10,0,12,0,0,0,partially_shared_variants
GCF_000005845.2,b3774,ilvC,GCF_036503815.1,AABJ99_RS23415,ilvC,comparable,1,79,0,79,0,0,1,0,0,0,reference_allele_difference
GCF_000005845.2,b3775,ppiC,GCF_036503815.1,AABJ99_RS23410,ppiC,comparable,0,11,0,11,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3778,rep,GCF_036503815.1,AABJ99_RS23400,rep,comparable,52,118,20,98,20,1,31,0,0,0,partially_shared_variants
GCF_000005845.2,b3779,gpp,GCF_036503815.1,AABJ99_RS23395,gppA,comparable,22,72,16,56,16,0,6,0,0,0,partially_shared_variants
GCF_000005845.2,b3780,rhlB,GCF_036503815.1,AABJ99_RS23390,rhlB,comparable,10,32,6,26,6,0,4,0,0,0,partially_shared_variants
GCF_000005845.2,b3781,trxA,GCF_036503815.1,AABJ99_RS23385,trxA,comparable,0,4,0,4,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3782,rhoL,GCF_036503815.1,AABJ99_RS23380,rhoL,comparable,0,4,0,4,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3783,rho,GCF_036503815.1,AABJ99_RS23375,rho,comparable,1,26,1,25,1,0,0,0,0,0,partially_shared_variants
GCF_000005845.2,b3784,wecA,GCF_036503815.1,AABJ99_RS23370,wecA,comparable,3,19,0,19,0,0,3,0,0,0,reference_allele_difference
GCF_000005845.2,b3785,wzzE,GCF_036503815.1,AABJ99_RS23365,wzzE,comparable,7,37,5,32,5,0,2,0,0,0,partially_shared_variants
GCF_000005845.2,b3786,wecB,GCF_036503815.1,AABJ99_RS23360,wecB,comparable,9,29,7,22,7,0,2,0,0,0,partially_shared_variants
GCF_000005845.2,b3787,wecC,GCF_036503815.1,AABJ99_RS23355,wecC,comparable,1,55,0,55,0,0,1,0,0,0,reference_allele_difference
GCF_000005845.2,b3790,rffC,GCF_036503815.1,AABJ99_RS23340,rffC,comparable,0,25,0,25,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3791,wecE,GCF_036503815.1,AABJ99_RS23335,rffA,comparable,0,23,0,23,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3792,wzxE,GCF_036503815.1,AABJ99_RS23330,wzxE,comparable,10,39,5,34,5,0,5,0,0,0,partially_shared_variants
GCF_000005845.2,b4481,wecF,GCF_036503815.1,AABJ99_RS23325,rffT,comparable,21,35,8,27,8,0,13,0,0,0,partially_shared_variants
GCF_000005845.2,b3793,wzyE,GCF_036503815.1,AABJ99_RS23320,wzyE,comparable,22,22,7,15,7,0,15,0,0,0,partially_shared_variants
GCF_000005845.2,b3794,rffM,GCF_036503815.1,AABJ99_RS23315,wecG,comparable,14,16,6,10,6,0,8,0,0,0,partially_shared_variants
GCF_000005845.2,b3795,thrP,GCF_036503815.1,AABJ99_RS23310,thrP,comparable,26,53,14,39,14,0,12,0,0,0,partially_shared_variants
GCF_000005845.2,b3801,aslA,GCF_036503815.1,AABJ99_RS23280,aslA,comparable,80,34,12,22,12,0,68,0,0,0,partially_shared_variants
GCF_000005845.2,b3802,hemY,GCF_036503815.1,AABJ99_RS23275,hemY,comparable,46,34,18,16,18,0,28,0,0,0,partially_shared_variants
GCF_000005845.2,b3803,hemX,GCF_036503815.1,AABJ99_RS23270,hemX,comparable,23,31,7,24,7,0,16,0,0,0,partially_shared_variants
GCF_000005845.2,b3804,hemD,GCF_036503815.1,AABJ99_RS23265,hemD,comparable,9,28,2,26,2,0,7,0,0,0,partially_shared_variants
GCF_000005845.2,b3805,hemC,GCF_036503815.1,AABJ99_RS23260,hemC,comparable,13,25,9,16,9,0,4,0,0,0,partially_shared_variants
GCF_000005845.2,b3806,cyaA,GCF_036503815.1,AABJ99_RS23255,cyaA,comparable,77,61,29,32,29,0,48,0,0,0,partially_shared_variants
GCF_000005845.2,b3807,cyaY,GCF_036503815.1,AABJ99_RS23250,cyaY,comparable,16,10,5,5,5,0,11,0,0,0,partially_shared_variants
GCF_000005845.2,b4558,lptM,GCF_036503815.1,AABJ99_RS23240,lptM,comparable,0,2,0,2,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3809,dapF,GCF_036503815.1,AABJ99_RS23235,dapF,comparable,9,20,4,16,4,0,5,0,0,0,partially_shared_variants
GCF_000005845.2,b3810,yigA,GCF_036503815.1,AABJ99_RS23230,yigA,comparable,5,14,1,13,1,0,4,0,0,0,partially_shared_variants
GCF_000005845.2,b3811,xerC,GCF_036503815.1,AABJ99_RS23225,xerC,comparable,19,33,7,26,7,0,12,0,0,0,partially_shared_variants
GCF_000005845.2,b3812,yigB,GCF_036503815.1,AABJ99_RS23220,yigB,comparable,6,32,6,26,6,0,0,0,0,0,partially_shared_variants
GCF_000005845.2,b4482,yigE,GCF_036503815.1,AABJ99_RS23210,yigE,comparable,9,26,6,20,6,0,3,0,0,0,partially_shared_variants
GCF_000005845.2,b4799,ysgD,GCF_036503815.1,AABJ99_RS23205,ysgD,comparable,0,1,0,1,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3816,corA,GCF_036503815.1,AABJ99_RS23200,corA,comparable,13,29,10,19,10,0,3,0,0,0,partially_shared_variants
GCF_000005845.2,b3817,yigF,GCF_036503815.1,AABJ99_RS23195,yigF,comparable,2,15,1,14,1,0,1,0,0,0,partially_shared_variants
GCF_000005845.2,b3818,yigG,GCF_036503815.1,AABJ99_RS23190,yigG,comparable,1,12,1,11,1,0,0,0,0,0,partially_shared_variants
GCF_000005845.2,b3819,rarD,GCF_036503815.1,AABJ99_RS23185,rarD,comparable,2,44,2,42,2,0,0,0,0,0,partially_shared_variants
GCF_000005845.2,b3820,yigI,GCF_036503815.1,AABJ99_RS23180,yigI,comparable,6,11,3,8,3,0,3,0,0,0,partially_shared_variants
GCF_000005845.2,b3821,pldA,GCF_036503815.1,AABJ99_RS23175,pldA,comparable,41,49,24,25,24,1,16,0,0,0,partially_shared_variants
GCF_000005845.2,b3823,rhtC,GCF_036503815.1,AABJ99_RS23165,rhtC,comparable,28,33,13,20,13,0,15,0,0,0,partially_shared_variants
GCF_000005845.2,b3824,rhtB,GCF_036503815.1,AABJ99_RS23160,rhtB,comparable,11,29,7,22,7,0,4,0,0,0,partially_shared_variants
GCF_000005845.2,b3825,pldB,GCF_036503815.1,AABJ99_RS23155,pldB,comparable,9,18,5,13,5,0,4,0,0,0,partially_shared_variants
GCF_000005845.2,b3826,yigL,GCF_036503815.1,AABJ99_RS23150,yigL,comparable,23,34,16,18,16,0,7,0,0,0,partially_shared_variants
GCF_000005845.2,b3827,bioP,GCF_036503815.1,AABJ99_RS23145,bioP,comparable,18,24,9,15,9,0,9,0,0,0,partially_shared_variants
GCF_000005845.2,b3828,metR,GCF_036503815.1,AABJ99_RS23140,metR,comparable,32,36,10,26,10,0,22,0,0,0,partially_shared_variants
GCF_000005845.2,b3829,metE,GCF_036503815.1,AABJ99_RS23135,metE,comparable,53,97,29,68,29,0,24,0,0,0,partially_shared_variants
GCF_000005845.2,b3830,ysgA,GCF_036503815.1,AABJ99_RS23120,ysgA,comparable,15,32,7,25,7,0,8,0,0,0,partially_shared_variants
GCF_000005845.2,b3832,rmuC,GCF_036503815.1,AABJ99_RS23080,rmuC,comparable,22,61,10,51,10,0,12,0,0,0,partially_shared_variants
GCF_000005845.2,b3833,ubiE,GCF_036503815.1,AABJ99_RS23075,ubiE,comparable,2,39,2,37,2,0,0,0,0,0,partially_shared_variants
GCF_000005845.2,b3834,ubiJ,GCF_036503815.1,AABJ99_RS23070,ubiJ,comparable,0,20,0,20,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3835,ubiB,GCF_036503815.1,AABJ99_RS23065,ubiB,comparable,10,40,9,31,9,0,1,0,0,0,partially_shared_variants
GCF_000005845.2,b3836,tatA,GCF_036503815.1,AABJ99_RS23060,tatA,comparable,0,0,0,0,0,0,0,0,0,0,same_exact_variants
GCF_000005845.2,b3838,tatB,GCF_036503815.1,AABJ99_RS23055,tatB,comparable,1,7,1,6,1,0,0,0,0,0,partially_shared_variants
GCF_000005845.2,b3839,tatC,GCF_036503815.1,AABJ99_RS23050,tatC,comparable,2,18,0,18,0,0,2,0,0,0,reference_allele_difference
GCF_000005845.2,b4483,tatD,GCF_036503815.1,AABJ99_RS23045,tatD,comparable,1,46,0,46,0,0,1,0,0,0,reference_allele_difference
GCF_000005845.2,b3842,rfaH,GCF_036503815.1,AABJ99_RS23040,rfaH,comparable,7,12,4,8,4,0,3,0,0,0,partially_shared_variants
GCF_000005845.2,b3843,ubiD,GCF_036503815.1,AABJ99_RS23035,ubiD,comparable,3,36,3,33,3,0,0,0,0,0,partially_shared_variants
GCF_000005845.2,b3844,fre,GCF_036503815.1,AABJ99_RS23030,fre,comparable,25,28,19,9,19,0,6,0,0,0,partially_shared_variants
GCF_000005845.2,b3845,fadA,GCF_036503815.1,AABJ99_RS23025,fadA,comparable,42,58,26,32,26,0,16,0,0,0,partially_shared_variants
GCF_000005845.2,b3846,fadB,GCF_036503815.1,AABJ99_RS23020,fadB,comparable,26,93,17,76,17,0,9,0,0,0,partially_shared_variants
GCF_000005845.2,b3847,pepQ,GCF_036503815.1,AABJ99_RS23015,pepQ,comparable,24,40,11,29,11,0,13,0,0,0,partially_shared_variants
GCF_000005845.2,b3848,yigZ,GCF_036503815.1,AABJ99_RS23010,yigZ,comparable,6,23,4,19,4,0,2,0,0,0,partially_shared_variants
GCF_000005845.2,b3849,trkH,GCF_036503815.1,AABJ99_RS23005,trkH,comparable,6,37,4,33,4,0,2,0,0,0,partially_shared_variants
GCF_000005845.2,b3850,hemG,GCF_036503815.1,AABJ99_RS23000,hemG,comparable,0,23,0,23,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3856,mobB,GCF_036503815.1,AABJ99_RS22970,mobB,comparable,0,20,0,20,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3857,mobA,GCF_036503815.1,AABJ99_RS22965,mobA,comparable,0,12,0,12,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3858,yihD,GCF_036503815.1,AABJ99_RS22960,yihD,comparable,0,4,0,4,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3859,srkA,GCF_036503815.1,AABJ99_RS22955,srkA,comparable,1,19,1,18,1,0,0,0,0,0,partially_shared_variants
GCF_000005845.2,b3860,dsbA,GCF_036503815.1,AABJ99_RS22950,dsbA,comparable,4,7,1,6,1,0,3,0,0,0,partially_shared_variants
GCF_000005845.2,b3861,yihF,GCF_036503815.1,AABJ99_RS22945,yihF,comparable,10,39,6,33,6,0,4,0,0,0,partially_shared_variants
GCF_000005845.2,b3862,yihG,GCF_036503815.1,AABJ99_RS22940,yihG,comparable,2,18,0,18,0,0,2,0,0,0,reference_allele_difference
GCF_000005845.2,b3863,polA,GCF_036503815.1,AABJ99_RS22935,polA,comparable,1,50,1,49,1,0,0,0,0,0,partially_shared_variants
GCF_000005845.2,b3865,yihA,GCF_036503815.1,AABJ99_RS22930,yihA,comparable,0,17,0,17,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3866,yihI,GCF_036503815.1,AABJ99_RS22920,yihI,comparable,0,7,0,7,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3867,hemN,GCF_036503815.1,AABJ99_RS22915,hemN,comparable,1,22,0,22,0,0,1,0,0,0,reference_allele_difference
GCF_000005845.2,b4686,yshB,GCF_036503815.1,AABJ99_RS22910,yshB,comparable,2,4,1,3,1,0,0,1,0,0,partially_shared_variants
GCF_000005845.2,b3868,glnG,GCF_036503815.1,AABJ99_RS22905,glnG,comparable,13,60,3,57,3,0,10,0,0,0,partially_shared_variants
GCF_000005845.2,b3869,glnL,GCF_036503815.1,AABJ99_RS22900,glnL,comparable,2,25,0,25,0,0,2,0,0,0,reference_allele_difference
GCF_000005845.2,b3870,glnA,GCF_036503815.1,AABJ99_RS22895,glnA,comparable,5,35,1,34,1,0,4,0,0,0,partially_shared_variants
GCF_000005845.2,b3871,bipA,GCF_036503815.1,AABJ99_RS22890,typA,comparable,4,24,2,22,2,0,2,0,0,0,partially_shared_variants
GCF_000005845.2,b3881,yihT,GCF_036503815.1,AABJ99_RS22820,yihT,comparable,0,41,0,41,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3882,yihU,GCF_036503815.1,AABJ99_RS22815,yihU,comparable,1,49,0,49,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b3883,yihV,GCF_036503815.1,AABJ99_RS22810,yihV,comparable,0,54,0,54,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3884,csqR,GCF_036503815.1,AABJ99_RS22805,csqR,comparable,0,21,0,21,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3885,yihX,GCF_036503815.1,AABJ99_RS22800,yihX,comparable,0,23,0,23,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3886,yihY,GCF_036503815.1,AABJ99_RS22795,yihY,comparable,1,24,0,24,0,0,0,0,0,1,unresolved_liftover
